,raw_tweet,cleaned_tweet,tweet_words,tweet_words_scores,sentiment_score,bsentiment
30,@Arsenal The team is improving so..every one is buying into Arteta ideas..the trend will continue this week..Auba is signing Da ting..,The team is improving so every one is buying into Artema ideas the trend will continue this week Alba is signing Da ting,"['The', 'team', 'is', 'improving', 'so', 'every', 'one', 'is', 'buying', 'into', 'Artema', 'ideas', 'the', 'trend', 'will', 'continue', 'this', 'week', 'Alba', 'is', 'signing', 'Da', 'ting']","[{'word': 'The', 'positive': '0', 'negative': '0'}, {'word': 'team', 'positive': '0.0', 'negative': '0.0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'improving', 'positive': '0', 'negative': '0'}, {'word': 'so', 'positive': '0.0', 'negative': '0.0'}, {'word': 'every', 'positive': '0.0625', 'negative': '0.0'}, {'word': 'one', 'positive': '0.225', 'negative': '0.125'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'buying', 'positive': '0', 'negative': '0'}, {'word': 'into', 'positive': '0', 'negative': '0'}, {'word': 'Artema', 'positive': '0', 'negative': '0'}, {'word': 'ideas', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'trend', 'positive': '0', 'negative': '0'}, {'word': 'will', 'positive': '0.0', 'negative': '0.0'}, {'word': 'continue', 'positive': '0.0', 'negative': '0.0'}, {'word': 'this', 'positive': '0', 'negative': '0'}, {'word': 'week', 'positive': '0', 'negative': '0'}, {'word': 'Alba', 'positive': '0', 'negative': '0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'signing', 'positive': '0', 'negative': '0'}, {'word': 'Da', 'positive': '0', 'negative': '0'}, {'word': 'ting', 'positive': '0.0', 'negative': '0.0'}]",0.007065217391304347,positive
31,"@Nickpool1 @Corballyred I personally think we've got exactly what we bought. Poor, injured, fantastic, game changer… https://t.co/g7Q218I96L",I personally think we ve got exactly what we bought Poor injured fantastic game changer…,"['I', 'personally', 'think', 'we', 've', 'got', 'exactly', 'what', 'we', 'bought', 'Poor', 'injured', 'fantastic', 'game', 'changer…']","[{'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'personally', 'positive': '0.0', 'negative': '0.0'}, {'word': 'think', 'positive': '0.19444444444444445', 'negative': '0.013888888888888888'}, {'word': 'we', 'positive': '0', 'negative': '0'}, {'word': 've', 'positive': '0', 'negative': '0'}, {'word': 'got', 'positive': '0', 'negative': '0'}, {'word': 'exactly', 'positive': '0', 'negative': '0'}, {'word': 'what', 'positive': '0', 'negative': '0'}, {'word': 'we', 'positive': '0', 'negative': '0'}, {'word': 'bought', 'positive': '0', 'negative': '0'}, {'word': 'Poor', 'positive': '0', 'negative': '0'}, {'word': 'injured', 'positive': '0.0', 'negative': '0.625'}, {'word': 'fantastic', 'positive': '0.375', 'negative': '0.375'}, {'word': 'game', 'positive': '0.027777777777777776', 'negative': '0.05555555555555555'}, {'word': 'changer…', 'positive': '0', 'negative': '0'}]",-0.03148148148148148,negative
32,"@AFCAbiyu After working so hard to make a name for himself in a mediocre team, you now want him to join Arsenal? Di… https://t.co/tCXH2tUbAu",After working so hard to make a name for himself in a mediocre team you now want him to join Arsenal Di…,"['After', 'working', 'so', 'hard', 'to', 'make', 'a', 'name', 'for', 'himself', 'in', 'a', 'mediocre', 'team', 'you', 'now', 'want', 'him', 'to', 'join', 'Arsenal', 'Di…']","[{'word': 'After', 'positive': '0', 'negative': '0'}, {'word': 'working', 'positive': '0.08333333333333333', 'negative': '0.08333333333333333'}, {'word': 'so', 'positive': '0.0', 'negative': '0.0'}, {'word': 'hard', 'positive': '0.022727272727272728', 'negative': '0.14772727272727273'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'make', 'positive': '0.10869565217391304', 'negative': '0.016304347826086956'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'name', 'positive': '0.03125', 'negative': '0.03125'}, {'word': 'for', 'positive': '0', 'negative': '0'}, {'word': 'himself', 'positive': '0', 'negative': '0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'mediocre', 'positive': '0.222', 'negative': '0.778'}, {'word': 'team', 'positive': '0.0', 'negative': '0.0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 'now', 'positive': '0.0', 'negative': '0.0'}, {'word': 'want', 'positive': '0.0', 'negative': '0.20833333333333334'}, {'word': 'him', 'positive': '0', 'negative': '0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'join', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'Di…', 'positive': '0', 'negative': '0'}]",-0.039608246306933596,negative
33,just checked the next fixtures... all i can say is Arsenal has a very high chance of finishing 5th. if they win most of them,just checked the next fixtures all i can say is Arsenal has a very high chance of finishing th if they win most of them,"['just', 'checked', 'the', 'next', 'fixtures', 'all', 'i', 'can', 'say', 'is', 'Arsenal', 'has', 'a', 'very', 'high', 'chance', 'of', 'finishing', 'th', 'if', 'they', 'win', 'most', 'of', 'them']","[{'word': 'just', 'positive': '0.375', 'negative': '0.0'}, {'word': 'checked', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'next', 'positive': '0.0', 'negative': '0.0'}, {'word': 'fixtures', 'positive': '0', 'negative': '0'}, {'word': 'all', 'positive': '0.1875', 'negative': '0.0'}, {'word': 'i', 'positive': '0.0', 'negative': '0.0'}, {'word': 'can', 'positive': '0', 'negative': '0'}, {'word': 'say', 'positive': '0.020833333333333332', 'negative': '0.0'}, {'word': 'is', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'has', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'very', 'positive': '0.375', 'negative': '0.0'}, {'word': 'high', 'positive': '0.046875', 'negative': '0.046875'}, {'word': 'chance', 'positive': '0.0625', 'negative': '0.0'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'finishing', 'positive': '0', 'negative': '0'}, {'word': 'th', 'positive': '0', 'negative': '0'}, {'word': 'if', 'positive': '0', 'negative': '0'}, {'word': 'they', 'positive': '0', 'negative': '0'}, {'word': 'win', 'positive': '0.125', 'negative': '0.0'}, {'word': 'most', 'positive': '0.0', 'negative': '0.0'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'them', 'positive': '0', 'negative': '0'}]",0.04434454553799269,positive
34,@Indexinho1 I said their prices would get closer. This was tweeted in January and Martinelli only got injured two w… https://t.co/5fj641svNp,I said their prices would get closer This was tweeted in January and Martinelli only got injured two w…,"['I', 'said', 'their', 'prices', 'would', 'get', 'closer', 'This', 'was', 'tweeted', 'in', 'January', 'and', 'Martinelli', 'only', 'got', 'injured', 'two', 'w…']","[{'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'said', 'positive': '0', 'negative': '0'}, {'word': 'their', 'positive': '0', 'negative': '0'}, {'word': 'prices', 'positive': '0', 'negative': '0'}, {'word': 'would', 'positive': '0', 'negative': '0'}, {'word': 'get', 'positive': '0.0625', 'negative': '0.03125'}, {'word': 'closer', 'positive': '0.0', 'negative': '0.0'}, {'word': 'This', 'positive': '0', 'negative': '0'}, {'word': 'was', 'positive': '0', 'negative': '0'}, {'word': 'tweeted', 'positive': '0', 'negative': '0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'January', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'Martinelli', 'positive': '0', 'negative': '0'}, {'word': 'only', 'positive': '0.03125', 'negative': '0.09375'}, {'word': 'got', 'positive': '0', 'negative': '0'}, {'word': 'injured', 'positive': '0.0', 'negative': '0.625'}, {'word': 'two', 'positive': '0', 'negative': '0'}, {'word': 'w…', 'positive': '0', 'negative': '0'}]",-0.03453947368421053,negative
35,Did anyone notice Mikel Arteta shouting instructions constantly to Dani Ceballos during the Arsenal v Wolves match yesterday?,Did anyone notice Mike Artema shouting instructions constantly to Dans Caballos during the Arsenal v Wolves match yesterday,"['Did', 'anyone', 'notice', 'Mike', 'Artema', 'shouting', 'instructions', 'constantly', 'to', 'Dans', 'Caballos', 'during', 'the', 'Arsenal', 'v', 'Wolves', 'match', 'yesterday']","[{'word': 'Did', 'positive': '0', 'negative': '0'}, {'word': 'anyone', 'positive': '0', 'negative': '0'}, {'word': 'notice', 'positive': '0.15625', 'negative': '0.0'}, {'word': 'Mike', 'positive': '0', 'negative': '0'}, {'word': 'Artema', 'positive': '0', 'negative': '0'}, {'word': 'shouting', 'positive': '0', 'negative': '0'}, {'word': 'instructions', 'positive': '0', 'negative': '0'}, {'word': 'constantly', 'positive': '0', 'negative': '0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'Dans', 'positive': '0', 'negative': '0'}, {'word': 'Caballos', 'positive': '0', 'negative': '0'}, {'word': 'during', 'positive': '0', 'negative': '0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}, {'word': 'v', 'positive': '0.03354336141778036', 'negative': '0.04040528762347472'}, {'word': 'Wolves', 'positive': '0', 'negative': '0'}, {'word': 'match', 'positive': '0.017857142857142856', 'negative': '0.0'}, {'word': 'yesterday', 'positive': '0.0', 'negative': '0.0'}]",0.00929140092508047,positive
36,@NkosikhonaNdlel @goal remember you're in an abusive relationship with arsenal 😊,remember you re in an abusive relationship with arsenal ,"['remember', 'you', 're', 'in', 'an', 'abusive', 'relationship', 'with', 'arsenal']","[{'word': 'remember', 'positive': '0.16666666666666666', 'negative': '0.0'}, {'word': 'you', 'positive': '0', 'negative': '0'}, {'word': 're', 'positive': '0', 'negative': '0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'an', 'positive': '0', 'negative': '0'}, {'word': 'abusive', 'positive': '0.0', 'negative': '0.875'}, {'word': 'relationship', 'positive': '0.0', 'negative': '0.0'}, {'word': 'with', 'positive': '0', 'negative': '0'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}]",-0.0787037037037037,negative
37,Class player with a class attitude delighted he has a new contract Arsenal ❤️ https://t.co/AXn46wbC5B,Class player with a class attitude delighted he has a new contract Arsenal ,"['Class', 'player', 'with', 'a', 'class', 'attitude', 'delighted', 'he', 'has', 'a', 'new', 'contract', 'Arsenal']","[{'word': 'Class', 'positive': '0', 'negative': '0'}, {'word': 'player', 'positive': '0.125', 'negative': '0.0'}, {'word': 'with', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'class', 'positive': '0.3125', 'negative': '0.0'}, {'word': 'attitude', 'positive': '0.0', 'negative': '0.0'}, {'word': 'delighted', 'positive': '0.5', 'negative': '0.25'}, {'word': 'he', 'positive': '0.0', 'negative': '0.0'}, {'word': 'has', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'new', 'positive': '0.125', 'negative': '0.05'}, {'word': 'contract', 'positive': '0.125', 'negative': '0.0'}, {'word': 'Arsenal', 'positive': '0', 'negative': '0'}]",0.06254312386407448,positive
38,@anthonypalm @LLcoolJames91 @Jack10Gooner @Neilby70 @ArsenesGlasses_ @Arsenal @m8arteta @FTR_Pod Ty so much always!,Rod Ty so much always,"['Rod', 'Ty', 'so', 'much', 'always']","[{'word': 'Rod', 'positive': '0', 'negative': '0'}, {'word': 'Ty', 'positive': '0', 'negative': '0'}, {'word': 'so', 'positive': '0.0', 'negative': '0.0'}, {'word': 'much', 'positive': '0.09375', 'negative': '0.03125'}, {'word': 'always', 'positive': '0.0', 'negative': '0.0'}]",0.0125,positive
39,"@GavinG1805 @jillduddy24 3 big games left tonight 

Anychance of one more betbuilder 👀",big games left tonight Anychance of one more betbuilder ,"['big', 'games', 'left', 'tonight', 'Anychance', 'of', 'one', 'more', 'betbuilder']","[{'word': 'big', 'positive': '0.10416666666666667', 'negative': '0.0'}, {'word': 'games', 'positive': '0', 'negative': '0'}, {'word': 'left', 'positive': '0.0', 'negative': '0.0'}, {'word': 'tonight', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Anychance', 'positive': '0', 'negative': '0'}, {'word': 'of', 'positive': '0', 'negative': '0'}, {'word': 'one', 'positive': '0.225', 'negative': '0.125'}, {'word': 'more', 'positive': '0.0', 'negative': '0.0'}, {'word': 'betbuilder', 'positive': '0', 'negative': '0'}]",0.022685185185185183,positive
40,@DaveOCKOP Fun fact ... Liverpool would be 2 pts above arsenal if only Liverpool’s home games counted this season… https://t.co/BoeiAZpjkD,Run fact Liverpool would be pts above arsenal if only Liverpool’s home games counted this season…,"['Run', 'fact', 'Liverpool', 'would', 'be', 'pts', 'above', 'arsenal', 'if', 'only', 'Liverpool’s', 'home', 'games', 'counted', 'this', 'season…']","[{'word': 'Run', 'positive': '0', 'negative': '0'}, {'word': 'fact', 'positive': '0.09375', 'negative': '0.0'}, {'word': 'Liverpool', 'positive': '0', 'negative': '0'}, {'word': 'would', 'positive': '0', 'negative': '0'}, {'word': 'be', 'positive': '0.041666666666666664', 'negative': '0.020833333333333332'}, {'word': 'pts', 'positive': '0', 'negative': '0'}, {'word': 'above', 'positive': '0.0', 'negative': '0.0625'}, {'word': 'arsenal', 'positive': '0', 'negative': '0'}, {'word': 'if', 'positive': '0', 'negative': '0'}, {'word': 'only', 'positive': '0.03125', 'negative': '0.09375'}, {'word': 'Liverpool’s', 'positive': '0', 'negative': '0'}, {'word': 'home', 'positive': '0.025', 'negative': '0.0'}, {'word': 'games', 'positive': '0', 'negative': '0'}, {'word': 'counted', 'positive': '0', 'negative': '0'}, {'word': 'this', 'positive': '0', 'negative': '0'}, {'word': 'season…', 'positive': '0', 'negative': '0'}]",0.0009114583333333336,positive
41,@YC7__ @Arsenal It will end in years💯😒😒😒,It will end in years,"['It', 'will', 'end', 'in', 'years']","[{'word': 'It', 'positive': '0', 'negative': '0'}, {'word': 'will', 'positive': '0.0', 'negative': '0.0'}, {'word': 'end', 'positive': '0.0', 'negative': '0.0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'years', 'positive': '0', 'negative': '0'}]",0.0,neutral
42,@Arsenal Congratulations pepe,Congratulations pipe,"['Congratulations', 'pipe']","[{'word': 'Congratulations', 'positive': '0', 'negative': '0'}, {'word': 'pipe', 'positive': '0.0', 'negative': '0.03125'}]",-0.015625,negative
43,@ayinla_mayowa1 @goal You too try to assimilate what I said cause I don’t remember putting in the words “better tha… https://t.co/tKINDoHir8,mayowa You too try to assimilate what I said cause I don’t remember putting in the words “better tha…,"['mayowa', 'You', 'too', 'try', 'to', 'assimilate', 'what', 'I', 'said', 'cause', 'I', 'don’t', 'remember', 'putting', 'in', 'the', 'words', '“better', 'tha…']","[{'word': 'mayowa', 'positive': '0', 'negative': '0'}, {'word': 'You', 'positive': '0', 'negative': '0'}, {'word': 'too', 'positive': '0', 'negative': '0'}, {'word': 'try', 'positive': '0.0', 'negative': '0.5'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'assimilate', 'positive': '0.0', 'negative': '0.0'}, {'word': 'what', 'positive': '0', 'negative': '0'}, {'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'said', 'positive': '0', 'negative': '0'}, {'word': 'cause', 'positive': '0.0', 'negative': '0.0'}, {'word': 'I', 'positive': '0', 'negative': '0'}, {'word': 'don’t', 'positive': '0', 'negative': '0'}, {'word': 'remember', 'positive': '0.16666666666666666', 'negative': '0.0'}, {'word': 'putting', 'positive': '0', 'negative': '0'}, {'word': 'in', 'positive': '0.0', 'negative': '0.0'}, {'word': 'the', 'positive': '0', 'negative': '0'}, {'word': 'words', 'positive': '0.0', 'negative': '0.0'}, {'word': '“better', 'positive': '0', 'negative': '0'}, {'word': 'tha…', 'positive': '0', 'negative': '0'}]",-0.01754385964912281,negative
44,"@ModernLepra @MiguelDelaney Talent wise he's good enough for a top 6 side, maybe not a title challenging side. More… https://t.co/xAjR64OdIP",Talent wise he s good enough for a top side maybe not a title challenging side More…,"['Talent', 'wise', 'he', 's', 'good', 'enough', 'for', 'a', 'top', 'side', 'maybe', 'not', 'a', 'title', 'challenging', 'side', 'More…']","[{'word': 'Talent', 'positive': '0', 'negative': '0'}, {'word': 'wise', 'positive': '0.3125', 'negative': '0.0'}, {'word': 'he', 'positive': '0.0', 'negative': '0.0'}, {'word': 's', 'positive': '0.0', 'negative': '0.0'}, {'word': 'good', 'positive': '0.75', 'negative': '0.0'}, {'word': 'enough', 'positive': '0', 'negative': '0'}, {'word': 'for', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'top', 'positive': '0.015625', 'negative': '0.046875'}, {'word': 'side', 'positive': '0.0', 'negative': '0.0'}, {'word': 'maybe', 'positive': '0', 'negative': '0'}, {'word': 'not', 'positive': '0', 'negative': '0'}, {'word': 'a', 'positive': '0.1098598887481412', 'negative': '0.1470795836316571'}, {'word': 'title', 'positive': '0.0', 'negative': '0.0'}, {'word': 'challenging', 'positive': '0', 'negative': '0'}, {'word': 'side', 'positive': '0.0', 'negative': '0.0'}, {'word': 'More…', 'positive': '0', 'negative': '0'}]",0.05628297707252755,positive
45,It's imperative that we extend Aubameyang's contract to help develop our academy youths and also he can attract goo… https://t.co/k54o9ii3oj,It s imperative that we extend Aubameyang s contract to help develop our academy youths and also he can attract goo…,"['It', 's', 'imperative', 'that', 'we', 'extend', 'Aubameyang', 's', 'contract', 'to', 'help', 'develop', 'our', 'academy', 'youths', 'and', 'also', 'he', 'can', 'attract', 'goo…']","[{'word': 'It', 'positive': '0', 'negative': '0'}, {'word': 's', 'positive': '0.0', 'negative': '0.0'}, {'word': 'imperative', 'positive': '0.125', 'negative': '0.125'}, {'word': 'that', 'positive': '0', 'negative': '0'}, {'word': 'we', 'positive': '0', 'negative': '0'}, {'word': 'extend', 'positive': '0.0', 'negative': '0.0'}, {'word': 'Aubameyang', 'positive': '0', 'negative': '0'}, {'word': 's', 'positive': '0.0', 'negative': '0.0'}, {'word': 'contract', 'positive': '0.125', 'negative': '0.0'}, {'word': 'to', 'positive': '0', 'negative': '0'}, {'word': 'help', 'positive': '0.1875', 'negative': '0.0'}, {'word': 'develop', 'positive': '0.0375', 'negative': '0.0'}, {'word': 'our', 'positive': '0', 'negative': '0'}, {'word': 'academy', 'positive': '0.08333333333333333', 'negative': '0.041666666666666664'}, {'word': 'youths', 'positive': '0', 'negative': '0'}, {'word': 'and', 'positive': '0', 'negative': '0'}, {'word': 'also', 'positive': '0', 'negative': '0'}, {'word': 'he', 'positive': '0.0', 'negative': '0.0'}, {'word': 'can', 'positive': '0', 'negative': '0'}, {'word': 'attract', 'positive': '0.0', 'negative': '0.0'}, {'word': 'goo…', 'positive': '0', 'negative': '0'}]",0.018650793650793654,positive
